seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr21	34915526	34915660	135	*	X17194	6651	34915350	34949812	34463	+	0	inside	175	SON
chr21	35013722	35013841	120	*	X17196	6453	35014784	35261609	246826	+	942	upstream	942	ITSN1
chr21	35014711	35015010	300	*	X17197	6453	35014784	35261609	246826	+	0	overlapStart	0	ITSN1
chr21	35014711	35015010	300	*	X17197	9946	34961648	35014160	52513	-	550	upstream	550	CRYZL1
chr21	35015041	35015145	105	*	X17198	6453	35014784	35261609	246826	+	0	inside	256	ITSN1
chr21	35015041	35015145	105	*	X17198	9946	34961648	35014160	52513	-	880	upstream	880	CRYZL1
chr21	35445658	35445713	56	*	X17201	64968	35445823	35515334	69512	+	109	upstream	109	MRPS6
chr21	35445658	35445713	56	*	X17201	6526	35445823	35478561	32739	+	109	upstream	109	SLC5A3
chr21	35445809	35445867	59	*	X17202	64968	35445823	35515334	69512	+	0	overlapStart	0	MRPS6
chr21	35445809	35445867	59	*	X17202	6526	35445823	35478561	32739	+	0	overlapStart	0	SLC5A3
chr21	37528543	37528770	228	*	X17210	100506428	37504065	37528606	24542	-	0	overlapStart	0	CBR3-AS1
chr21	37528942	37529022	81	*	X17211	100506428	37504065	37528606	24542	-	335	upstream	335	CBR3-AS1
chr21	37692622	37692801	180	*	X17214	23515	37692487	37748944	56458	+	0	inside	134	MORC3
chr21	37757821	37758045	225	*	X17217	8208	37757689	37789125	31437	+	0	inside	131	CHAF1B
chr21	38071084	38071306	223	*	X17218	6493	38071991	38122510	50520	+	684	upstream	684	SIM2
chr21	38071391	38071398	8	*	X17219	6493	38071991	38122510	50520	+	592	upstream	592	SIM2
chr21	38071639	38071728	90	*	X17220	6493	38071991	38122510	50520	+	262	upstream	262	SIM2
chr21	38378678	38378865	188	*	X17228	53820	38378450	38391958	13509	+	0	inside	227	RIPPLY3
chr21	38445182	38445301	120	*	X17229	51227	38437664	38445458	7795	-	0	inside	156	PIGP
chr21	38445182	38445301	120	*	X17229	7267	38445571	38575408	129838	+	269	upstream	269	TTC3
chr21	38639437	38639556	120	*	X17231	10311	38595726	38639833	44108	-	0	inside	276	VPS26C
chr21	38640594	38640713	120	*	X17232	10311	38595726	38639833	44108	-	760	upstream	760	VPS26C
chr21	38738488	38738603	116	*	X17233	1859	38739859	38887679	147821	+	1255	upstream	1255	DYRK1A
chr21	38738731	38738832	102	*	X17234	1859	38739859	38887679	147821	+	1026	upstream	1026	DYRK1A
chr21	40177484	40177813	330	*	X17240	2114	40177231	40196878	19648	+	0	inside	252	ETS2
chr21	40555354	40555413	60	*	X17243	8624	40547372	40555440	8069	-	0	inside	26	PSMG1
chr21	40685240	40685524	285	*	X17247	54014	40557404	40685712	128309	-	0	inside	187	BRWD1
chr21	40720955	40721134	180	*	X17249	3150	40714241	40721047	6807	-	0	overlapStart	0	HMGN1
chr21	40721222	40721224	3	*	X17250	3150	40714241	40721047	6807	-	174	upstream	174	HMGN1
chr21	40816875	40816994	120	*	X17253	6450	40817797	40887433	69637	+	802	upstream	802	SH3BGR
chr21	40984457	40984531	75	*	X17254	114041	40969075	40984749	15675	-	0	inside	217	B3GALT5-AS1
chr21	42539314	42539316	3	*	X17255	100423023	42539484	42539556	73	+	167	upstream	167	MIR3197
chr21	42539314	42539316	3	*	X17255	25825	42539728	42648524	108797	+	411	upstream	411	BACE2
chr21	42539362	42539481	120	*	X17256	100423023	42539484	42539556	73	+	2	upstream	2	MIR3197
chr21	42539362	42539481	120	*	X17256	25825	42539728	42648524	108797	+	246	upstream	246	BACE2
chr21	42539858	42539984	127	*	X17257	25825	42539728	42648524	108797	+	0	inside	129	BACE2
chr21	42792183	42792302	120	*	X17259	4599	42792520	42831141	38622	+	217	upstream	217	MX1
chr21	43299271	43299420	150	*	X17264	63977	43218385	43299591	81207	-	0	inside	170	PRDM15
chr21	43299436	43299660	225	*	X17265	63977	43218385	43299591	81207	-	0	overlapStart	0	PRDM15
chr21	43374200	43374259	60	*	X17270	25966	43305219	43373999	68781	-	200	upstream	200	C2CD2
chr21	43374627	43374746	120	*	X17271	25966	43305219	43373999	68781	-	627	upstream	627	C2CD2
chr21	43430532	43430786	255	*	X17273	49854	43406940	43430496	23557	-	35	upstream	35	ZBTB21
chr21	43916615	43916734	120	*	X17275	89765	43892597	43916401	23805	-	213	upstream	213	RSPH1
chr21	43916777	43916926	150	*	X17276	89765	43892597	43916401	23805	-	375	upstream	375	RSPH1
chr21	44846435	44846733	299	*	X17284	150094	44834398	44847002	12605	-	0	inside	268	SIK1
chr21	45080645	45080734	90	*	X17285	11077	44949072	45079374	130303	-	1270	upstream	1270	HSF2BP
chr21	45138238	45138364	127	*	X17286	8566	45138978	45182188	43211	+	613	upstream	613	PDXK
chr21	45196241	45196885	645	*	X17291	1476	45193546	45196256	2711	-	0	overlapStart	0	CSTB
chr21	45209676	45209915	240	*	X17293	8568	45209418	45223983	14566	+	0	inside	257	RRP1
chr21	45284547	45284816	270	*	X17295	56894	45285116	45407475	122360	+	299	upstream	299	AGPAT3
chr21	45284862	45284966	105	*	X17296	56894	45285116	45407475	122360	+	149	upstream	149	AGPAT3
chr21	45431492	45431684	193	*	X17302	7109	45432206	45526432	94227	+	521	upstream	521	TRAPPC10
chr21	45527023	45527142	120	*	X17303	5822	45527208	45551063	23856	+	65	upstream	65	PWP2
chr21	45719889	45720008	120	*	X17306	5211	45719925	45747261	27337	+	0	overlapStart	0	PFKL
chr21	45720054	45720209	156	*	X17307	5211	45719925	45747261	27337	+	0	inside	128	PFKL
chr21	45758905	45758987	83	*	X17311	755	45748827	45759285	10459	-	0	inside	297	CFAP410
chr21	46222015	46222209	195	*	X17312	7327	46188495	46221751	33257	-	263	upstream	263	UBE2G2
chr21	46222756	46222759	4	*	X17313	7327	46188495	46221751	33257	-	1004	upstream	1004	UBE2G2
chr21	46237660	46237809	150	*	X17315	6612	46225532	46238044	12513	-	0	inside	234	SUMO3
chr21	46237822	46237971	150	*	X17316	6612	46225532	46238044	12513	-	0	inside	72	SUMO3
chr21	46348495	46348508	14	*	X17320	3689	46305868	46348753	42886	-	0	inside	244	ITGB2
chr21	46358952	46359009	58	*	X17322	85395	46359955	46396888	36934	+	945	upstream	945	FAM207A
chr21	46493087	46493191	105	*	X17324	104	46494493	46646478	151986	+	1301	upstream	1301	ADARB1
chr21	46493087	46493191	105	*	X17324	728039	46490871	46493126	2256	-	0	overlapStart	0	SSR4P1
chr21	46493267	46493401	135	*	X17325	104	46494493	46646478	151986	+	1091	upstream	1091	ADARB1
chr21	46493267	46493401	135	*	X17325	728039	46490871	46493126	2256	-	140	upstream	140	SSR4P1
chr21	46493876	46493935	60	*	X17326	104	46494493	46646478	151986	+	557	upstream	557	ADARB1
chr21	46493876	46493935	60	*	X17326	728039	46490871	46493126	2256	-	749	upstream	749	SSR4P1
chr21	46493967	46494071	105	*	X17327	104	46494493	46646478	151986	+	421	upstream	421	ADARB1
chr21	46493967	46494071	105	*	X17327	728039	46490871	46493126	2256	-	840	upstream	840	SSR4P1
chr21	46706803	46707172	370	*	X17329	642852	46707967	46717269	9303	+	794	upstream	794	LINC00205
chr21	46707219	46707627	409	*	X17330	23275	46683843	46707811	23969	-	0	inside	183	POFUT2
chr21	46707219	46707627	409	*	X17330	642852	46707967	46717269	9303	+	339	upstream	339	LINC00205
chr21	46708130	46708444	315	*	X17331	23275	46683843	46707811	23969	-	318	upstream	318	POFUT2
chr21	46708130	46708444	315	*	X17331	642852	46707967	46717269	9303	+	0	inside	162	LINC00205
chr21	46708468	46708572	105	*	X17332	23275	46683843	46707811	23969	-	656	upstream	656	POFUT2
chr21	46824396	46824545	150	*	X17334	80781	46825097	46933634	108538	+	551	upstream	551	COL18A1
chr21	46824565	46824669	105	*	X17335	80781	46825097	46933634	108538	+	427	upstream	427	COL18A1
chr21	46824730	46824883	154	*	X17336	80781	46825097	46933634	108538	+	213	upstream	213	COL18A1
chr21	47401626	47401652	27	*	X17345	1291	47401663	47424963	23301	+	10	upstream	10	COL6A1
chr21	47517560	47517679	120	*	X17352	1292	47518033	47552763	34731	+	353	upstream	353	COL6A2
chr21	47517807	47517941	135	*	X17353	1292	47518033	47552763	34731	+	91	upstream	91	COL6A2
chr21	47518325	47518459	135	*	X17354	1292	47518033	47552763	34731	+	0	inside	291	COL6A2
chr21	47648509	47648613	105	*	X17358	114044	47649158	47671743	22586	+	544	upstream	544	MCM3AP-AS1
chr21	47648509	47648613	105	*	X17358	4047	47608360	47648738	40379	-	0	inside	124	LSS
chr21	47648659	47648748	90	*	X17359	114044	47649158	47671743	22586	+	409	upstream	409	MCM3AP-AS1
chr21	47648659	47648748	90	*	X17359	4047	47608360	47648738	40379	-	0	overlapStart	0	LSS
chr21	47649295	47649579	285	*	X17360	114044	47649158	47671743	22586	+	0	inside	136	MCM3AP-AS1
chr21	47649295	47649579	285	*	X17360	4047	47608360	47648738	40379	-	556	upstream	556	LSS
chr21	47705420	47705524	105	*	X17361	54059	47706267	47717665	11399	+	742	upstream	742	YBEY
chr21	47705420	47705524	105	*	X17361	8888	47655048	47705236	50189	-	183	upstream	183	MCM3AP
chr21	47706309	47706563	255	*	X17362	54059	47706267	47717665	11399	+	0	inside	41	YBEY
chr21	47706309	47706563	255	*	X17362	8888	47655048	47705236	50189	-	1072	upstream	1072	MCM3AP
chr21	47744022	47744126	105	*	X17363	5116	47744036	47865682	121647	+	0	overlapStart	0	PCNT
chr21	47744022	47744126	105	*	X17363	54058	47720344	47743785	23442	-	236	upstream	236	C21orf58
chr21	47744457	47744606	150	*	X17364	54058	47720344	47743785	23442	-	671	upstream	671	C21orf58
chr21	47744667	47744786	120	*	X17365	54058	47720344	47743785	23442	-	881	upstream	881	C21orf58
chr21	47745222	47745401	180	*	X17366	54058	47720344	47743785	23442	-	1436	upstream	1436	C21orf58
chr21	47879060	47879659	600	*	X17367	23181	47878862	47989926	111065	+	0	inside	197	DIP2A
chr21	48054949	48055053	105	*	X17368	3275	48055507	48085155	29649	+	453	upstream	453	PRMT2
chr21	48055164	48055283	120	*	X17369	3275	48055507	48085155	29649	+	223	upstream	223	PRMT2
chr21	48055794	48056048	255	*	X17370	3275	48055507	48085155	29649	+	0	inside	286	PRMT2
chr22	17565677	17565841	165	*	X17371	23765	17565849	17596584	30736	+	7	upstream	7	IL17RA
chr22	17602231	17602545	315	*	X17375	27439	17597189	17602257	5069	-	0	overlapStart	0	TMEM121B
chr22	18593412	18593546	135	*	X17384	51807	18593453	18614498	21046	+	0	overlapStart	0	TUBA8
chr22	19110085	19110222	138	*	X17387	9993	19023795	19109967	86173	-	117	upstream	117	DGCR2
chr22	19110238	19110387	150	*	X17388	9993	19023795	19109967	86173	-	270	upstream	270	DGCR2
chr22	19110418	19110537	120	*	X17389	9993	19023795	19109967	86173	-	450	upstream	450	DGCR2
chr22	19166660	19166779	120	*	X17393	6576	19163088	19166338	3251	-	321	upstream	321	SLC25A1
chr22	19279382	19279438	57	*	X17394	8218	19166987	19279239	112253	-	142	upstream	142	CLTCL1
chr22	19418120	19418254	135	*	X17395	64976	19420036	19423596	3561	+	1781	upstream	1781	MRPL40
chr22	19466439	19466573	135	*	X17398	8318	19467414	19508135	40722	+	840	upstream	840	CDC45
chr22	19466439	19466573	135	*	X17398	7353	19437464	19466738	29275	-	0	inside	164	UFD1
chr22	19467590	19467724	135	*	X17399	8318	19467414	19508135	40722	+	0	inside	175	CDC45
chr22	19467590	19467724	135	*	X17399	7353	19437464	19466738	29275	-	851	upstream	851	UFD1
chr22	19467800	19468024	225	*	X17400	7353	19437464	19466738	29275	-	1061	upstream	1061	UFD1
chr22	19701698	19701866	169	*	X17404	100526833	19701987	19712297	10311	+	120	upstream	120	SEPT5-GP1BB
chr22	19702057	19702094	38	*	X17405	100526833	19701987	19712297	10311	+	0	inside	69	SEPT5-GP1BB
chr22	19702155	19702319	165	*	X17406	100526833	19701987	19712297	10311	+	0	inside	167	SEPT5-GP1BB
chr22	19929521	19929955	435	*	X17413	1312	19929263	19957498	28236	+	0	inside	257	COMT
chr22	19929521	19929955	435	*	X17413	10587	19863040	19929359	66320	-	161	upstream	161	TXNRD2
chr22	19930316	19930450	135	*	X17414	10587	19863040	19929359	66320	-	956	upstream	956	TXNRD2
chr22	19930661	19930750	90	*	X17415	10587	19863040	19929359	66320	-	1301	upstream	1301	TXNRD2
chr22	20003950	20004114	165	*	X17417	128989	20004554	20053447	48894	+	439	upstream	439	TANGO2
chr22	20003950	20004114	165	*	X17417	421	19957402	20004309	46908	-	0	inside	194	ARVCF
chr22	20004205	20004354	150	*	X17418	128989	20004554	20053447	48894	+	199	upstream	199	TANGO2
chr22	20004205	20004354	150	*	X17418	421	19957402	20004309	46908	-	0	overlapStart	0	ARVCF
chr22	20104122	20104391	270	*	X17422	5902	20105024	20114706	9683	+	632	upstream	632	RANBP1
chr22	20105036	20105140	105	*	X17423	5902	20105024	20114706	9683	+	0	inside	11	RANBP1
chr22	20105036	20105140	105	*	X17423	27037	20099389	20104818	5430	-	217	upstream	217	TRMT2A
chr22	20105201	20105560	360	*	X17424	5902	20105024	20114706	9683	+	0	inside	176	RANBP1
chr22	20105201	20105560	360	*	X17424	27037	20099389	20104818	5430	-	382	upstream	382	TRMT2A
chr22	20118535	20118565	31	*	X17425	29801	20119364	20135530	16167	+	798	upstream	798	ZDHHC8
chr22	20119105	20119266	162	*	X17426	29801	20119364	20135530	16167	+	97	upstream	97	ZDHHC8
chr22	20119346	20119434	89	*	X17427	29801	20119364	20135530	16167	+	0	overlapStart	0	ZDHHC8
chr22	20194237	20194386	150	*	X17430	284865	20186253	20192441	6189	-	1795	upstream	1795	LOC284865
chr22	20307544	20307693	150	*	X17432	85359	20301761	20307628	5868	-	0	overlapStart	0	DGCR6L
chr22	20427935	20427953	19	*	X17435	728233	20383731	20427815	44085	-	119	upstream	119	PI4KAP1
chr22	20428096	20428212	117	*	X17436	728233	20383731	20427815	44085	-	280	upstream	280	PI4KAP1
chr22	20791745	20791864	120	*	X17441	91179	20778874	20792146	13273	-	0	inside	281	SCARF2
chr22	20792146	20792265	120	*	X17442	91179	20778874	20792146	13273	-	0	overlapStart	0	SCARF2
chr22	20793291	20793491	201	*	X17443	91179	20778874	20792146	13273	-	1144	upstream	1144	SCARF2
chr22	20850440	20850814	375	*	X17445	84861	20795806	20850170	54365	-	269	upstream	269	KLHL22
chr22	21212520	21212774	255	*	X17453	9342	21213292	21245501	32210	+	517	upstream	517	SNAP29
chr22	21354747	21354803	57	*	X17458	439931	21356211	21364663	8453	+	1407	upstream	1407	THAP7-AS1
chr22	21400462	21400551	90	*	X17459	440799	21396681	21398538	1858	-	1923	upstream	1923	P2RX6P
chr22	21400462	21400551	90	*	X17459	400891	21400249	21418457	18209	+	0	inside	212	LRRC74B
chr22	21996836	21997285	450	*	X17461	23753	21996542	21998588	2047	+	0	inside	293	SDF2L1
chr22	22006856	22006975	120	*	X17462	100126318	22007270	22007347	78	+	294	upstream	294	MIR301B
chr22	22006856	22006975	120	*	X17462	406920	22007593	22007674	82	+	617	upstream	617	MIR130B
chr22	22007110	22007244	135	*	X17463	100126318	22007270	22007347	78	+	25	upstream	25	MIR301B
chr22	22007110	22007244	135	*	X17463	406920	22007593	22007674	82	+	348	upstream	348	MIR130B
chr22	22007275	22007439	165	*	X17464	100126318	22007270	22007347	78	+	0	overlapEnd	4	MIR301B
chr22	22007275	22007439	165	*	X17464	406920	22007593	22007674	82	+	153	upstream	153	MIR130B
chr22	22089624	22089828	205	*	X17468	29799	22051826	22090071	38246	-	0	inside	242	YPEL1
chr22	22090654	22090788	135	*	X17469	29799	22051826	22090071	38246	-	582	upstream	582	YPEL1
chr22	22306738	22307172	435	*	X17471	9647	22273792	22307250	33459	-	0	inside	77	PPM1F
chr22	22651546	22651800	255	*	X17472	96610	22652463	22677324	24862	+	662	upstream	662	BMS1P20
chr22	22651856	22651930	75	*	X17473	96610	22652463	22677324	24862	+	532	upstream	532	BMS1P20
chr22	22652599	22652808	210	*	X17474	96610	22652463	22677324	24862	+	0	inside	135	BMS1P20
chr22	23412682	23412736	55	*	X17476	2781	23412669	23467221	54553	+	0	inside	12	GNAZ
chr22	23412896	23412957	62	*	X17477	2781	23412669	23467221	54553	+	0	inside	226	GNAZ
chr22	23484041	23484175	135	*	X17478	27156	23401593	23484241	82649	-	0	inside	65	RSPH14
chr22	23487324	23487462	139	*	X17479	9609	23487513	23506531	19019	+	50	upstream	50	RAB36
chr22	23522547	23522636	90	*	X17480	613	23522552	23660224	137673	+	0	overlapStart	0	BCR
chr22	24059630	24059689	60	*	X17484	91316	23980675	24059610	78936	-	19	upstream	19	GUSBP11
chr22	24093165	24093299	135	*	X17487	7621	24083772	24093279	9508	-	0	overlapStart	0	ZNF70
chr22	24093647	24093796	150	*	X17488	7621	24083772	24093279	9508	-	367	upstream	367	ZNF70
chr22	24109725	24109981	257	*	X17489	400916	24108021	24110141	2121	-	0	inside	159	CHCHD10
chr22	24110687	24110821	135	*	X17490	400916	24108021	24110141	2121	-	545	upstream	545	CHCHD10
chr22	24114615	24114719	105	*	X17491	4320	24115036	24126503	11468	+	316	upstream	316	MMP11
chr22	24114945	24114992	48	*	X17492	4320	24115036	24126503	11468	+	43	upstream	43	MMP11
chr22	24115040	24115079	40	*	X17493	4320	24115036	24126503	11468	+	0	inside	3	MMP11
chr22	24181585	24181680	96	*	X17495	91319	24176690	24181315	4626	-	269	upstream	269	DERL3
chr22	24181846	24181899	54	*	X17496	91319	24176690	24181315	4626	-	530	upstream	530	DERL3
chr22	24199236	24199370	135	*	X17497	66035	24199059	24227725	28667	+	0	inside	176	SLC2A11
chr22	24236512	24236601	90	*	X17501	4282	24236565	24237409	845	+	0	overlapStart	0	MIF
chr22	24236827	24237006	180	*	X17502	4282	24236565	24237409	845	+	0	inside	261	MIF
chr22	24666651	24666689	39	*	X17509	23384	24666790	24838325	171536	+	100	upstream	100	SPECC1L
chr22	24666735	24666875	141	*	X17510	23384	24666790	24838325	171536	+	0	overlapStart	0	SPECC1L
chr22	24951041	24951475	435	*	X17515	6634	24951618	24978854	27237	+	142	upstream	142	SNRPD3
chr22	24952099	24952203	105	*	X17516	83606	24936406	24951903	15498	-	195	upstream	195	GUCD1
chr22	24988687	24988791	105	*	X17517	388886	24981591	24989035	7445	-	0	inside	243	LRRC75B
chr22	25960212	25960316	105	*	X17521	157	25960861	26125258	164398	+	544	upstream	544	GRK3
chr22	25960497	25960676	180	*	X17522	157	25960861	26125258	164398	+	184	upstream	184	GRK3
chr22	25960917	25960961	45	*	X17523	157	25960861	26125258	164398	+	0	inside	55	GRK3
chr22	26824359	26824453	95	*	X17525	57168	26825280	26840978	15699	+	826	upstream	826	ASPHD2
chr22	26825084	26825181	98	*	X17526	57168	26825280	26840978	15699	+	98	upstream	98	ASPHD2
chr22	26825489	26825818	330	*	X17527	57168	26825280	26840978	15699	+	0	inside	208	ASPHD2
chr22	26879352	26879486	135	*	X17528	402055	26879846	26887904	8059	+	359	upstream	359	SRRD
chr22	26879539	26879643	105	*	X17529	402055	26879846	26887904	8059	+	202	upstream	202	SRRD
chr22	26879539	26879643	105	*	X17529	89781	26846849	26879829	32981	-	0	inside	185	HPS4
chr22	26908129	26908278	150	*	X17530	24144	26887894	26908437	20544	-	0	inside	158	TFIP11
chr22	26986089	26986208	120	*	X17534	8459	26921714	26986089	64376	-	0	overlapStart	0	TPST2
chr22	27053350	27053454	105	*	X17535	440823	27053446	27072440	18995	+	0	overlapStart	0	MIAT
chr22	28197536	28197730	195	*	X17544	4330	28144265	28197486	53222	-	49	upstream	49	MN1
chr22	28198061	28198180	120	*	X17545	4330	28144265	28197486	53222	-	574	upstream	574	MN1
chr22	28314829	28315113	285	*	X17546	284900	28315364	28404267	88904	+	250	upstream	250	TTC28-AS1
chr22	28314829	28315113	285	*	X17546	100422998	28316514	28316599	86	+	1400	upstream	1400	MIR3199-2
chr22	28314829	28315113	285	*	X17546	23760	28247657	28315255	67599	-	0	inside	141	PITPNB
chr22	29075761	29075830	70	*	X17548	23331	28374002	29075853	701852	-	0	inside	22	TTC28
chr22	29138510	29138764	255	*	X17549	11200	29083731	29137822	54092	-	687	upstream	687	CHEK2
chr22	29196127	29196261	135	*	X17551	7494	29190548	29196560	6013	-	0	inside	298	XBP1
chr22	29278983	29279102	120	*	X17552	84133	29279755	29453476	173722	+	652	upstream	652	ZNRF3
chr22	29279223	29279275	53	*	X17553	84133	29279755	29453476	173722	+	479	upstream	479	ZNRF3
chr22	29279405	29279642	238	*	X17554	84133	29279755	29453476	173722	+	112	upstream	112	ZNRF3
chr22	29427170	29427289	120	*	X17558	100874123	29420987	29427464	6478	-	0	inside	174	ZNRF3-AS1
chr22	29467391	29467538	148	*	X17559	83999	29469066	29564321	95256	+	1527	upstream	1527	KREMEN1
chr22	29467674	29467838	165	*	X17560	83999	29469066	29564321	95256	+	1227	upstream	1227	KREMEN1
chr22	29468949	29468956	8	*	X17561	83999	29469066	29564321	95256	+	109	upstream	109	KREMEN1
chr22	29469092	29469357	266	*	X17562	83999	29469066	29564321	95256	+	0	inside	25	KREMEN1
chr22	29663826	29663960	135	*	X17564	2130	29663998	29696515	32518	+	37	upstream	37	EWSR1
chr22	29663826	29663960	135	*	X17564	25807	29655844	29663914	8071	-	0	overlapStart	0	RHBDD3
chr22	29702213	29702269	57	*	X17565	10634	29702997	29708774	5778	+	727	upstream	727	GAS2L1
chr22	29702769	29702948	180	*	X17566	10634	29702997	29708774	5778	+	48	upstream	48	GAS2L1
chr22	29703174	29703278	105	*	X17567	10634	29702997	29708774	5778	+	0	inside	176	GAS2L1
chr22	29711645	29711816	172	*	X17569	10633	29708922	29711745	2824	-	0	overlapStart	0	RASL10A
chr22	29949328	29949447	120	*	X17570	8563	29904156	29949736	45581	-	0	inside	288	THOC5
chr22	29949478	29949642	165	*	X17571	8563	29904156	29949736	45581	-	0	inside	93	THOC5
chr22	30162344	30162448	105	*	X17574	29796	30163358	30166402	3045	+	909	upstream	909	UQCR10
chr22	30234722	30234791	70	*	X17575	84164	30184597	30234293	49697	-	428	upstream	428	ASCC2
chr22	30278982	30279086	105	*	X17576	8897	30279158	30426857	147700	+	71	upstream	71	MTMR3
chr22	30642872	30642991	120	*	X17579	3976	30636436	30642840	6405	-	31	upstream	31	LIF
chr22	30643442	30643576	135	*	X17580	3976	30636436	30642840	6405	-	601	upstream	601	LIF
chr22	30644107	30644133	27	*	X17581	3976	30636436	30642840	6405	-	1266	upstream	1266	LIF
chr22	30644464	30644628	165	*	X17582	3976	30636436	30642840	6405	-	1623	upstream	1623	LIF
chr22	30644659	30644988	330	*	X17583	3976	30636436	30642840	6405	-	1818	upstream	1818	LIF
chr22	30722901	30723005	105	*	X17589	83874	30687979	30722955	34977	-	0	overlapStart	0	TBC1D10A
chr22	30723061	30723065	5	*	X17590	83874	30687979	30722955	34977	-	105	upstream	105	TBC1D10A
chr22	30751717	30751836	120	*	X17591	550631	30752627	30772818	20192	+	790	upstream	790	CCDC157
chr22	30753112	30753306	195	*	X17592	10291	30727977	30752913	24937	-	198	upstream	198	SF3A1
chr22	30782860	30783054	195	*	X17593	200312	30774803	30783302	8500	-	0	inside	247	RNF215
chr22	30783850	30783895	46	*	X17594	200312	30774803	30783302	8500	-	547	upstream	547	RNF215
chr22	30793027	30793086	60	*	X17595	23541	30792930	30821291	28362	+	0	inside	96	SEC14L2
chr22	30793195	30793344	150	*	X17596	23541	30792930	30821291	28362	+	0	inside	264	SEC14L2
chr22	31002563	31002615	53	*	X17602	6948	31003070	31023047	19978	+	454	upstream	454	TCN2
chr22	31002706	31002757	52	*	X17603	6948	31003070	31023047	19978	+	312	upstream	312	TCN2
chr22	31002706	31002757	52	*	X17603	23481	30972612	31003000	30389	-	0	inside	242	PES1
chr22	31003013	31003177	165	*	X17604	6948	31003070	31023047	19978	+	0	overlapStart	0	TCN2
chr22	31003013	31003177	165	*	X17604	23481	30972612	31003000	30389	-	12	upstream	12	PES1
chr22	31031524	31031733	210	*	X17605	339665	31031793	31065003	33211	+	59	upstream	59	SLC35E4
chr22	31063575	31063709	135	*	X17607	150290	31048038	31063872	15835	-	0	inside	162	DUSP18
chr22	31063815	31063919	105	*	X17608	150290	31048038	31063872	15835	-	0	overlapStart	0	DUSP18
chr22	31364499	31364633	135	*	X17609	55000	31365634	31375380	9747	+	1000	upstream	1000	TUG1
chr22	31364499	31364633	135	*	X17609	22880	31322600	31364187	41588	-	311	upstream	311	MORC2
chr22	31364949	31365053	105	*	X17610	55000	31365634	31375380	9747	+	580	upstream	580	TUG1
chr22	31364949	31365053	105	*	X17610	22880	31322600	31364187	41588	-	761	upstream	761	MORC2
chr22	31365147	31365161	15	*	X17611	55000	31365634	31375380	9747	+	472	upstream	472	TUG1
chr22	31365147	31365161	15	*	X17611	22880	31322600	31364187	41588	-	959	upstream	959	MORC2
chr22	31365294	31365383	90	*	X17612	55000	31365634	31375380	9747	+	250	upstream	250	TUG1
chr22	31365294	31365383	90	*	X17612	22880	31322600	31364187	41588	-	1106	upstream	1106	MORC2
chr22	31365642	31365896	255	*	X17613	55000	31365634	31375380	9747	+	0	inside	7	TUG1
chr22	31365642	31365896	255	*	X17613	22880	31322600	31364187	41588	-	1454	upstream	1454	MORC2
chr22	31503296	31503415	120	*	X17619	27124	31503961	31530683	26723	+	545	upstream	545	INPP5J
chr22	31503296	31503415	120	*	X17619	140606	31500763	31503551	2789	-	0	inside	135	SELENOM
chr22	31503498	31503617	120	*	X17620	27124	31503961	31530683	26723	+	343	upstream	343	INPP5J
chr22	31503498	31503617	120	*	X17620	140606	31500763	31503551	2789	-	0	overlapStart	0	SELENOM
chr22	31556281	31556415	135	*	X17622	91445	31556138	31603005	46868	+	0	inside	142	RNF185
chr22	31556281	31556415	135	*	X17622	100500901	31556048	31556105	58	-	175	upstream	175	MIR3928
chr22	31608174	31608278	105	*	X17623	3985	31608250	31676066	67817	+	0	overlapStart	0	LIMK2
chr22	31742475	31742714	240	*	X17629	23598	31721790	31742249	20460	-	225	upstream	225	PATZ1
chr22	31795803	31795967	165	*	X17630	4733	31795539	31830172	34634	+	0	inside	263	DRG1
chr22	31885382	31885876	495	*	X17632	56478	31835345	31885923	50579	-	0	inside	46	EIF4ENIF1
chr22	32146098	32146247	150	*	X17636	253143	32072733	32146120	73388	-	0	overlapStart	0	PRR14L
chr22	32149072	32149176	105	*	X17637	9681	32149937	32303020	153084	+	760	upstream	760	DEPDC5
chr22	32150152	32150271	120	*	X17638	9681	32149937	32303020	153084	+	0	inside	214	DEPDC5
chr22	32340020	32340184	165	*	X17639	7533	32340479	32353590	13112	+	294	upstream	294	YWHAH
chr22	32340980	32341144	165	*	X17641	25775	32329507	32341336	11830	-	0	inside	191	C22orf24
chr22	32341370	32341489	120	*	X17642	25775	32329507	32341336	11830	-	33	upstream	33	C22orf24
chr22	32870290	32870379	90	*	X17643	25793	32870707	32894818	24112	+	327	upstream	327	FBXO7
chr22	34318179	34318343	165	*	X17650	9215	33669062	34318584	649523	-	0	inside	240	LARGE1
chr22	35776958	35777047	90	*	X17654	3162	35777060	35790207	13148	+	12	upstream	12	HMOX1
chr22	35777146	35777250	105	*	X17655	3162	35777060	35790207	13148	+	0	inside	85	HMOX1
chr22	35936520	35936594	75	*	X17656	23551	35937352	35950045	12694	+	757	upstream	757	RASD2
chr22	35936715	35936804	90	*	X17657	23551	35937352	35950045	12694	+	547	upstream	547	RASD2
chr22	35936986	35937165	180	*	X17658	23551	35937352	35950045	12694	+	186	upstream	186	RASD2
chr22	36424515	36424591	77	*	X17666	23543	36134783	36424585	289803	-	0	overlapStart	0	RBFOX2
